Tenure;WarehouseToHome;NumberOfDeviceRegistered;PreferedOrderCat;SatisfactionScore;MaritalStatus;NumberOfAddress;Complain;DaySinceLastOrder;CashbackAmount;Churn
20.0;22.0;1;Laptop & Accessory;3;Married;2;1;7.0;150.67;0
11.0;16.0;4;Fashion;3;Married;1;1;7.0;187.04.00;0
0.0;8.0;1;Laptop & Accessory;3;Married;2;0;7.0;152.06.00;0
8.0;13.0;3;Mobile;1;Married;2;1;2.0;122.75;1
1.0;15.0;4;Laptop & Accessory;4;Married;3;0;8.0;187.14.00;0
8.0;11.0;3;Phone;4;Single;2;1;0.0;118.78;1
1.0;11.0;4;Phone;1;Married;3;0;3.0;148.23.00;0
9.0;17.0;4;Laptop & Accessory;3;Single;5;1;5.0;186.42.00;0
0.0;8.0;3;Phone;3;Single;7;0;1.0;143.82;1
7.0;14.0;3;Laptop & Accessory;3;Single;4;0;3.0;161.42.00;0
10.0;14.0;4;Phone;4;Single;4;0;4.0;145.13.00;0
8.0;9.0;4;Others;3;Divorced;4;1;8.0;317.37.00;0
1.0;12.0;2;Phone;4;Married;3;1;3.0;148.28.00;0
5.0;8.0;6;Laptop & Accessory;5;Married;3;0;8.0;175.03.00;0
9.0;16.0;3;Fashion;3;Married;4;0;7.0;170.94;0
1.0;11.0;4;Phone;3;Single;3;1;8.0;148.94;1
21.0;11.0;3;Grocery;1;Married;4;0;7.0;271.74;0
21.0;11.0;5;Fashion;4;Married;10;1;3.0;228.33.00;0
21.0;11.0;4;Fashion;3;Single;4;0;3.0;211.33.00;0
9.0;12.0;1;Laptop & Accessory;5;Married;4;1;2.0;155.62;0
1.0;11.0;4;Phone;5;Married;3;0;3.0;164.07.00;0
10.0;11.0;3;Mobile;1;Married;6;0;0.0;129.73;0
0.0;10.0;3;Mobile;5;Single;2;0;0.0;129.73;1
11.0;7.0;4;Phone;2;Single;3;0;8.0;146.15.00;0
8.0;12.0;5;Fashion;5;Single;4;0;9.0;241.31.00;0
8.0;8.0;5;Grocery;3;Married;6;1;3.0;25.464.999.999.999.900;0
16.0;11.0;4;Laptop & Accessory;5;Single;9;0;6.0;176.55.00;0
6.0;8.0;3;Laptop & Accessory;1;Married;2;0;4.0;155.05.00;0
11.0;18.0;4;Phone;3;Single;6;0;3.0;161.29.00;0
0.0;11.0;4;Mobile;5;Single;2;1;0.0;126.00.00;1
8.0;6.0;4;Mobile;3;Married;2;0;3.0;120.07.00;0
15.0;13.0;4;Phone;5;Single;4;1;18.0;172.21.00;0
12.0;14.0;3;Phone;3;Married;2;0;7.0;137.55.00;0
8.0;11.0;3;Fashion;4;Single;1;0;13.0;180.95;0
8.0;8.0;3;Mobile;4;Married;2;0;2.0;12.225.999.999.999.900;0
16.0;15.0;3;Laptop & Accessory;3;Married;4;1;7.0;156.79;0
8.0;14.0;5;Laptop & Accessory;3;Married;4;0;1.0;186.32.00;0
14.0;6.0;3;Laptop & Accessory;5;Married;1;0;7.0;141.03.00;0
3.0;11.0;4;Laptop & Accessory;2;Married;4;0;3.0;194.31.00;0
14.0;17.0;2;Phone;3;Married;5;1;8.0;147.13.00;0
22.0;17.0;3;Laptop & Accessory;1;Single;4;0;4.0;145.07.00;0
23.0;11.0;3;Grocery;3;Divorced;4;1;5.0;23.973.000.000.000.000;0
6.0;15.0;3;Mobile;2;Divorced;1;0;10.0;127.81;0
8.0;11.0;4;Grocery;3;Married;4;1;14.0;237.45.00;0
14.0;11.0;3;Mobile;3;Divorced;10;1;7.0;12.461.000.000.000.000;1
18.0;11.0;3;Laptop & Accessory;5;Married;2;1;8.0;136.33.00;0
1.0;11.0;4;Mobile;5;Divorced;2;0;3.0;131.96;0
10.0;16.0;2;Phone;4;Married;3;0;3.0;153.01.00;0
9.0;11.0;3;Fashion;5;Married;5;0;2.0;180.08.00;0
0.0;13.0;1;Phone;5;Single;1;0;7.0;135.78;0
8.0;14.0;4;Others;5;Married;7;0;11.0;320.66;0
19.0;9.0;5;Grocery;2;Divorced;11;0;9.0;292.92;0
4.0;9.0;5;Laptop & Accessory;1;Single;7;1;1.0;193.77;0
6.0;11.0;4;Laptop & Accessory;4;Single;2;0;2.0;143.02.00;0
8.0;13.0;4;Laptop & Accessory;3;Married;4;1;6.0;148.06.00;0
4.0;13.0;5;Laptop & Accessory;2;Divorced;2;0;8.0;171.27.00;0
12.0;19.0;5;Laptop & Accessory;5;Married;4;0;3.0;187.88;0
20.0;20.0;3;Laptop & Accessory;5;Single;3;0;7.0;149.06.00;0
13.0;10.0;4;Fashion;1;Married;8;0;11.0;208.55.00;0
3.0;9.0;5;Laptop & Accessory;4;Married;4;0;1.0;191.44.00;0
17.0;11.0;3;Others;4;Divorced;8;0;10.0;282.13.00;0
13.0;6.0;3;Laptop & Accessory;1;Married;5;0;3.0;165.13.00;0
1.0;9.0;4;Phone;5;Divorced;8;1;3.0;145.42.00;1
20.0;7.0;3;Mobile;1;Married;8;0;2.0;134.02.00;0
4.0;11.0;3;Laptop & Accessory;3;Married;2;0;0.0;169.32.00;0
13.0;15.0;3;Laptop & Accessory;5;Married;1;0;1.0;154.73;0
14.0;8.0;4;Laptop & Accessory;1;Married;6;0;4.0;190.13.00;0
11.0;10.0;4;Fashion;3;Divorced;3;0;3.0;219.34.00;0
18.0;11.0;4;Laptop & Accessory;5;Married;2;0;5.0;143.85;0
8.0;11.0;3;Laptop & Accessory;1;Single;1;1;0.0;154.41.00;0
1.0;22.0;2;Laptop & Accessory;5;Single;1;0;7.0;156.61;0
8.0;14.0;3;Phone;5;Married;5;1;2.0;142.57.00;0
8.0;15.0;3;Mobile;5;Single;4;0;0.0;120.18.00;1
10.0;9.0;3;Laptop & Accessory;4;Single;4;0;1.0;141.07.00;0
8.0;10.0;4;Laptop & Accessory;5;Divorced;4;0;6.0;184.04.00;0
12.0;13.0;5;Laptop & Accessory;3;Married;4;0;8.0;178.21.00;0
1.0;11.0;5;Phone;4;Single;3;1;1.0;146.21.00;1
10.0;14.0;2;Laptop & Accessory;5;Married;4;0;14.0;171.39.00;0
1.0;20.0;4;Laptop & Accessory;5;Married;4;0;3.0;167.33.00;1
19.0;14.0;4;Fashion;5;Married;4;0;3.0;222.24.00;0
7.0;15.0;4;Fashion;4;Single;2;0;7.0;186.21.00;0
4.0;11.0;3;Laptop & Accessory;3;Divorced;2;0;0.0;169.32.00;0
1.0;11.0;4;Laptop & Accessory;3;Single;3;0;3.0;224.81;0
8.0;7.0;5;Laptop & Accessory;5;Single;2;0;10.0;178.43.00;0
3.0;11.0;2;Phone;3;Divorced;3;0;8.0;152.00.00;0
11.0;23.0;5;Laptop & Accessory;3;Married;6;0;1.0;188.34.00;0
13.0;22.0;3;Fashion;1;Single;7;1;3.0;179.45.00;0
3.0;17.0;4;Phone;3;Single;3;0;1.0;151.42.00;0
8.0;16.0;5;Phone;4;Divorced;6;1;1.0;158.46.00;0
10.0;15.0;3;Fashion;4;Married;2;0;7.0;188.34.00;0
1.0;11.0;4;Fashion;5;Married;11;1;3.0;224.05.00;1
1.0;16.0;4;Phone;5;Single;4;1;1.0;156.72;1
9.0;15.0;4;Laptop & Accessory;4;Married;3;1;2.0;188.47.00;0
11.0;11.0;4;Phone;2;Married;6;0;9.0;25.00.00;0
8.0;10.0;4;Grocery;1;Married;5;0;10.0;302.79;0
11.0;6.0;1;Mobile;3;Married;2;0;0.0;128.44.00;0
10.0;10.0;2;Laptop & Accessory;5;Married;8;0;5.0;193.42.00;0
8.0;13.0;2;Grocery;3;Divorced;4;0;3.0;248.14.00;0
23.0;6.0;3;Others;4;Married;4;1;7.0;281.72;0
22.0;6.0;4;Grocery;3;Single;8;1;7.0;239.64;0
10.0;11.0;4;Laptop & Accessory;4;Married;9;0;3.0;176.31.00;0
1.0;21.0;5;Phone;4;Married;3;1;3.0;162.43.00;1
10.0;8.0;3;Laptop & Accessory;3;Divorced;5;1;0.0;196.02.00;0
4.0;13.0;4;Fashion;3;Divorced;2;0;9.0;189.43.00;0
8.0;6.0;3;Laptop & Accessory;3;Single;2;0;3.0;148.59.00;0
12.0;8.0;5;Phone;5;Single;6;0;1.0;153.58.00;0
1.0;9.0;4;Phone;5;Married;9;0;8.0;152.07.00;1
7.0;21.0;4;Phone;4;Married;3;0;7.0;152.56.00;0
19.0;11.0;4;Fashion;1;Married;6;1;3.0;218.08.00;0
1.0;9.0;4;Phone;1;Married;2;0;2.0;150.23.00;0
10.0;11.0;4;Laptop & Accessory;2;Single;4;0;10.0;202.79;0
12.0;9.0;2;Laptop & Accessory;4;Divorced;10;0;6.0;163.89;0
9.0;7.0;4;Laptop & Accessory;3;Single;3;0;4.0;173.59.00;0
8.0;15.0;2;Laptop & Accessory;3;Married;3;0;9.0;192.99;0
12.0;8.0;4;Laptop & Accessory;1;Married;9;0;10.0;172.35.00;0
1.0;15.0;6;Phone;3;Divorced;3;0;3.0;171.21.00;0
8.0;12.0;4;Others;5;Married;6;0;3.0;319.06.00;0
2.0;7.0;6;Laptop & Accessory;2;Divorced;2;0;6.0;191.74;0
3.0;6.0;3;Phone;4;Married;2;0;7.0;137.48.00;0
4.0;17.0;5;Laptop & Accessory;3;Divorced;3;0;5.0;190.78;0
0.0;11.0;4;Mobile;1;Single;2;1;1.0;12.388.999.999.999.900;1
14.0;17.0;5;Fashion;4;Married;4;0;3.0;222.05.00;0
17.0;13.0;4;Fashion;1;Married;4;0;17.0;202.48.00;0
7.0;6.0;4;Fashion;3;Divorced;2;1;6.0;170.83;0
8.0;8.0;3;Laptop & Accessory;4;Single;6;0;2.0;144.25.00;0
16.0;9.0;4;Grocery;5;Divorced;2;0;8.0;301.65;0
20.0;8.0;2;Grocery;5;Single;3;0;13.0;300.67;0
10.0;11.0;3;Mobile;2;Divorced;2;1;2.0;12.325.999.999.999.900;0
8.0;11.0;2;Others;4;Married;6;1;5.0;321.36.00;0
8.0;17.0;3;Grocery;1;Married;4;0;12.0;260.32.00;0
3.0;9.0;5;Phone;5;Single;4;1;1.0;161.46.00;1
0.0;10.0;1;Laptop & Accessory;4;Married;2;1;3.0;161.42.00;0
0.0;11.0;3;Mobile;5;Married;2;0;2.0;125.00.00;0
10.0;17.0;3;Fashion;2;Married;2;1;3.0;22.185.000.000.000.000;0
3.0;14.0;3;Fashion;3;Married;6;0;7.0;172.64;0
4.0;11.0;5;Laptop & Accessory;3;Divorced;4;1;1.0;188.08.00;1
11.0;8.0;5;Laptop & Accessory;1;Married;3;1;3.0;154.05.00;0
5.0;11.0;4;Phone;3;Married;3;0;4.0;154.11.00;0
14.0;9.0;5;Laptop & Accessory;3;Married;8;0;1.0;159.48.00;0
3.0;17.0;4;Phone;4;Married;2;0;2.0;157.91;0
8.0;12.0;3;Mobile;3;Married;9;0;2.0;12.266.999.999.999.900;0
1.0;9.0;6;Phone;1;Married;7;1;3.0;159.64;1
8.0;10.0;5;Laptop & Accessory;2;Single;7;0;6.0;176.71;0
15.0;11.0;4;Phone;3;Divorced;11;1;8.0;149.61;1
1.0;16.0;5;Laptop & Accessory;5;Single;9;0;4.0;159.07.00;1
14.0;12.0;3;Fashion;3;Single;2;0;7.0;192.41.00;0
10.0;17.0;4;Fashion;5;Married;9;1;8.0;208.21.00;0
1.0;22.0;4;Phone;3;Divorced;3;0;3.0;151.01.00;1
8.0;11.0;3;Mobile;3;Divorced;5;0;0.0;120.93;0
13.0;7.0;4;Others;3;Married;3;1;7.0;316.97;0
13.0;8.0;3;Others;3;Married;1;0;9.0;294.36.00;0
23.0;11.0;4;Grocery;3;Married;1;0;7.0;270.46.00;0
8.0;9.0;3;Phone;4;Single;2;0;0.0;11.483.000.000.000.000;0
21.0;9.0;4;Phone;3;Single;6;0;1.0;149.79;1
5.0;8.0;1;Laptop & Accessory;1;Single;8;0;7.0;150.55.00;0
8.0;11.0;4;Grocery;2;Married;4;0;0.0;241.18.00;0
1.0;10.0;4;Phone;3;Single;3;0;1.0;139.02.00;1
15.0;11.0;3;Others;3;Divorced;7;0;0.0;283.03.00;0
20.0;7.0;4;Fashion;5;Married;9;0;3.0;218.96;0
13.0;9.0;4;Fashion;3;Single;2;0;9.0;234.38.00;0
8.0;11.0;3;Grocery;3;Married;4;0;7.0;274.26.00;0
9.0;14.0;3;Laptop & Accessory;1;Married;5;0;7.0;150.79;0
11.0;7.0;4;Laptop & Accessory;4;Divorced;8;0;4.0;189.47.00;0
1.0;14.0;4;Laptop & Accessory;3;Married;3;0;2.0;173.83;1
1.0;11.0;6;Phone;3;Single;3;0;2.0;147.93;1
3.0;7.0;3;Phone;4;Married;1;1;7.0;135.79;0
8.0;6.0;4;Grocery;3;Married;5;1;3.0;22.964.999.999.999.900;0
8.0;14.0;3;Phone;3;Single;2;0;0.0;11.903.999.999.999.900;1
2.0;8.0;3;Mobile;4;Married;1;0;2.0;131.08.00;0
6.0;8.0;3;Laptop & Accessory;4;Single;9;0;7.0;151.47.00;0
22.0;11.0;4;Fashion;3;Married;5;0;1.0;25.004.000.000.000.000;0
8.0;7.0;4;Laptop & Accessory;5;Single;9;0;11.0;208.81;0
23.0;7.0;5;Grocery;3;Single;9;1;8.0;264.64;0
23.0;14.0;3;Phone;4;Divorced;8;0;2.0;138.75;0
4.0;11.0;5;Laptop & Accessory;4;Married;3;1;8.0;177.09.00;0
8.0;14.0;5;Mobile;5;Divorced;2;1;7.0;121.19.00;1
1.0;8.0;4;Phone;3;Single;2;0;3.0;158.75;0
1.0;12.0;5;Fashion;1;Married;3;1;9.0;25.307.999.999.999.900;0
19.0;9.0;6;Laptop & Accessory;3;Single;2;0;2.0;191.32.00;0
14.0;16.0;4;Laptop & Accessory;3;Married;5;0;8.0;164.75;0
8.0;16.0;4;Phone;5;Single;2;0;0.0;114.16.00;1
3.0;8.0;4;Phone;1;Married;3;0;3.0;162.06.00;0
8.0;16.0;4;Phone;3;Single;2;0;0.0;112.00.00;0
8.0;10.0;3;Laptop & Accessory;3;Divorced;1;1;2.0;140.35.00;0
6.0;9.0;4;Phone;5;Single;3;0;3.0;149.39.00;0
16.0;19.0;4;Laptop & Accessory;1;Married;5;1;1.0;175.87;0
0.0;7.0;4;Laptop & Accessory;5;Married;2;0;7.0;197.14.00;1
5.0;18.0;3;Grocery;5;Single;1;1;14.0;23.757.999.999.999.900;1
8.0;11.0;1;Fashion;1;Married;4;0;2.0;170.05.00;0
8.0;13.0;3;Others;3;Married;4;0;7.0;286.06.00;0
5.0;11.0;3;Mobile;4;Single;3;0;7.0;127.18.00;0
8.0;7.0;3;Mobile;3;Married;1;0;3.0;12.063.999.999.999.900;0
0.0;11.0;5;Mobile;5;Single;1;0;0.0;123.25.00;1
0.0;11.0;4;Fashion;1;Married;2;1;3.0;22.807.999.999.999.900;0
13.0;11.0;4;Fashion;5;Single;3;1;9.0;233.08.00;0
1.0;12.0;4;Phone;5;Single;3;1;3.0;148.08.00;0
21.0;6.0;4;Others;2;Single;7;0;0.0;282.65;0
8.0;6.0;3;Mobile;3;Single;1;1;2.0;12.153.999.999.999.900;0
1.0;18.0;4;Phone;4;Divorced;3;0;3.0;147.44.00;0
22.0;8.0;5;Others;1;Single;8;0;1.0;307.65;0
2.0;16.0;4;Phone;2;Divorced;3;0;5.0;145.07.00;0
8.0;11.0;5;Phone;3;Married;2;0;0.0;11.555.000.000.000.000;1
8.0;19.0;3;Mobile;4;Divorced;2;0;0.0;12.033.000.000.000.000;0
8.0;23.0;4;Mobile;4;Divorced;2;0;0.0;12.127.000.000.000.000;0
1.0;7.0;4;Laptop & Accessory;3;Divorced;3;0;8.0;177.96;0
15.0;11.0;3;Mobile;5;Married;4;0;2.0;12.575.999.999.999.900;0
12.0;7.0;5;Fashion;3;Single;11;1;1.0;178.81;1
3.0;11.0;5;Phone;5;Single;3;0;5.0;162.85;0
3.0;20.0;5;Laptop & Accessory;4;Married;6;1;4.0;165.25.00;0
17.0;13.0;3;Others;1;Married;1;1;10.0;290.49.00;0
0.0;11.0;3;Mobile;1;Single;2;0;7.0;12.569.999.999.999.900;0
8.0;11.0;4;Others;4;Married;5;0;7.0;316.44.00;0
16.0;12.0;4;Phone;3;Divorced;6;0;1.0;145.93;0
19.0;21.0;3;Others;4;Divorced;6;0;3.0;290.81;0
11.0;8.0;3;Fashion;4;Single;8;0;0.0;173.51.00;0
15.0;8.0;4;Phone;4;Married;5;0;0.0;148.41.00;0
6.0;13.0;3;Laptop & Accessory;4;Divorced;1;0;2.0;143.02.00;0
5.0;14.0;4;Fashion;1;Single;3;1;11.0;196.43.00;0
15.0;12.0;2;Laptop & Accessory;4;Single;5;0;3.0;193.07.00;0
1.0;15.0;3;Laptop & Accessory;1;Single;2;0;7.0;152.53.00;0
1.0;18.0;5;Phone;5;Single;3;1;1.0;151.00.00;1
4.0;10.0;1;Phone;3;Married;9;0;2.0;139.78;0
8.0;14.0;4;Laptop & Accessory;1;Married;6;0;8.0;193.54.00;0
1.0;15.0;4;Fashion;3;Single;3;0;3.0;212.26.00;0
13.0;11.0;5;Grocery;1;Married;2;0;7.0;245.31.00;0
9.0;15.0;2;Phone;1;Married;3;0;2.0;147.69;0
14.0;9.0;4;Phone;3;Married;4;0;3.0;148.45.00;0
0.0;11.0;1;Mobile;1;Married;1;0;7.0;125.44.00;0
1.0;5.0;5;Phone;4;Married;3;0;1.0;150.96;1
3.0;11.0;4;Phone;2;Single;11;0;3.0;147.01.00;0
8.0;17.0;4;Phone;3;Married;3;1;1.0;163.15.00;0
11.0;14.0;4;Laptop & Accessory;5;Married;7;1;5.0;167.84;0
17.0;14.0;1;Mobile;2;Divorced;3;1;2.0;128.18.00;0
17.0;11.0;4;Grocery;1;Married;3;1;13.0;294.59.00;0
7.0;14.0;3;Laptop & Accessory;5;Divorced;6;0;2.0;165.00.00;0
0.0;10.0;3;Mobile;4;Single;2;0;2.0;132.95;0
1.0;16.0;4;Phone;5;Single;9;0;5.0;167.00.00;1
19.0;9.0;3;Grocery;4;Divorced;9;0;1.0;266.06.00;0
3.0;22.0;3;Laptop & Accessory;3;Divorced;9;0;2.0;153.01.00;0
14.0;8.0;3;Grocery;5;Divorced;8;0;8.0;265.95;0
8.0;8.0;4;Grocery;1;Single;8;0;8.0;298.28.00;0
8.0;12.0;4;Others;5;Divorced;6;0;3.0;319.06.00;0
1.0;15.0;2;Laptop & Accessory;4;Married;2;0;3.0;173.51.00;0
8.0;6.0;3;Grocery;2;Divorced;3;0;8.0;270.99;0
1.0;8.0;3;Laptop & Accessory;4;Married;5;0;4.0;148.55.00;1
3.0;16.0;4;Laptop & Accessory;3;Divorced;2;0;4.0;165.78;0
15.0;16.0;3;Mobile;3;Married;4;0;3.0;129.36.00;0
9.0;11.0;3;Laptop & Accessory;3;Married;7;0;2.0;153.47.00;0
12.0;17.0;4;Laptop & Accessory;3;Married;5;0;3.0;185.77;0
1.0;10.0;4;Laptop & Accessory;5;Divorced;3;1;4.0;166.94;0
5.0;9.0;4;Phone;2;Married;2;1;3.0;151.95;0
5.0;11.0;4;Mobile;4;Single;2;0;1.0;128.37.00;0
6.0;11.0;4;Laptop & Accessory;1;Married;2;0;3.0;169.65;0
18.0;14.0;4;Others;1;Married;2;1;11.0;315.49.00;0
13.0;15.0;4;Laptop & Accessory;1;Married;10;0;2.0;148.76;0
9.0;7.0;5;Phone;3;Married;8;0;8.0;147.58.00;0
9.0;11.0;5;Laptop & Accessory;2;Single;6;0;3.0;161.81;0
4.0;14.0;5;Phone;4;Married;3;0;2.0;146.41.00;0
8.0;14.0;3;Laptop & Accessory;3;Married;2;0;9.0;141.48.00;0
1.0;7.0;4;Phone;1;Single;3;1;9.0;151.86;1
15.0;20.0;4;Laptop & Accessory;3;Single;8;0;3.0;162.44.00;0
8.0;13.0;4;Laptop & Accessory;3;Married;3;0;0.0;161.32.00;0
2.0;6.0;3;Fashion;1;Married;2;0;1.0;179.18.00;0
19.0;7.0;1;Grocery;5;Single;2;0;12.0;275.67;0
16.0;12.0;4;Laptop & Accessory;3;Single;2;1;8.0;140.81;0
21.0;16.0;4;Others;4;Married;5;0;9.0;296.65;0
2.0;8.0;3;Laptop & Accessory;1;Married;2;0;3.0;188.53.00;0
6.0;6.0;2;Grocery;3;Married;5;0;5.0;261.84;0
12.0;11.0;4;Laptop & Accessory;5;Single;4;0;3.0;142.84;1
8.0;18.0;5;Laptop & Accessory;5;Married;6;0;1.0;178.08.00;0
12.0;11.0;4;Phone;3;Married;9;0;1.0;158.06.00;0
8.0;11.0;4;Mobile;3;Married;1;0;2.0;12.430.000.000.000.000;0
3.0;11.0;4;Laptop & Accessory;3;Married;3;1;0.0;163.08.00;1
11.0;11.0;5;Laptop & Accessory;1;Married;9;0;4.0;182.31.00;0
0.0;7.0;3;Mobile;3;Single;1;0;2.0;133.75;0
3.0;22.0;6;Phone;1;Married;2;1;4.0;146.68;0
1.0;16.0;4;Phone;5;Single;3;0;1.0;150.52.00;0
8.0;14.0;3;Phone;3;Single;2;0;4.0;143.23.00;0
4.0;7.0;5;Fashion;3;Single;3;0;3.0;209.74;0
5.0;16.0;3;Mobile;3;Married;7;0;3.0;134.33.00;0
4.0;14.0;3;Grocery;4;Single;4;0;0.0;264.22.00;0
12.0;21.0;3;Grocery;5;Single;1;0;10.0;23.341.000.000.000.000;0
7.0;6.0;4;Phone;2;Divorced;2;1;3.0;136.22.00;0
12.0;11.0;3;Laptop & Accessory;1;Single;8;0;7.0;141.08.00;0
0.0;8.0;1;Mobile;5;Single;8;0;1.0;134.24.00;0
14.0;16.0;4;Laptop & Accessory;5;Married;2;0;2.0;179.73;0
18.0;8.0;4;Grocery;2;Divorced;10;0;8.0;267.92;0
8.0;15.0;3;Phone;5;Married;2;0;0.0;117.09.00;1
11.0;11.0;4;Laptop & Accessory;3;Married;5;0;3.0;182.68;0
21.0;14.0;5;Fashion;5;Married;9;1;3.0;225.08.00;1
9.0;9.0;4;Laptop & Accessory;4;Single;7;0;3.0;169.25.00;0
10.0;12.0;3;Laptop & Accessory;1;Married;5;0;1.0;165.02.00;0
8.0;17.0;4;Phone;4;Married;3;0;1.0;145.08.00;0
8.0;6.0;4;Others;3;Married;1;0;9.0;299.99;0
14.0;8.0;3;Grocery;4;Single;2;0;4.0;260.15.00;0
0.0;6.0;4;Laptop & Accessory;5;Married;2;0;7.0;197.14.00;1
1.0;16.0;5;Phone;3;Divorced;2;1;1.0;158.88;1
14.0;16.0;5;Laptop & Accessory;4;Single;2;0;9.0;161.51.00;0
3.0;9.0;4;Phone;4;Married;2;0;3.0;156.08.00;0
19.0;11.0;4;Phone;1;Single;7;0;4.0;159.52.00;0
20.0;8.0;4;Mobile;1;Single;2;1;2.0;132.94;0
8.0;7.0;4;Mobile;4;Married;1;0;2.0;122.69;0
8.0;11.0;4;Grocery;3;Married;5;0;8.0;299.26.00;0
8.0;20.0;3;Mobile;5;Divorced;2;1;8.0;122.35.00;0
5.0;11.0;4;Laptop & Accessory;1;Single;4;0;5.0;177.38.00;0
0.0;6.0;3;Laptop & Accessory;3;Married;1;0;2.0;148.98;0
15.0;11.0;1;Laptop & Accessory;4;Divorced;7;1;0.0;123.72;0
0.0;11.0;5;Phone;2;Single;2;1;0.0;111.18.00;1
5.0;15.0;2;Phone;4;Single;11;0;3.0;146.09.00;0
5.0;10.0;4;Phone;5;Married;3;1;4.0;155.65;0
15.0;8.0;3;Grocery;5;Divorced;1;0;7.0;276.65;0
2.0;15.0;4;Phone;1;Single;3;0;3.0;158.01.00;0
1.0;15.0;3;Laptop & Accessory;4;Divorced;2;0;3.0;173.51.00;0
8.0;9.0;4;Others;3;Married;4;1;8.0;317.37.00;0
16.0;11.0;4;Fashion;5;Divorced;3;1;9.0;199.06.00;0
1.0;14.0;6;Laptop & Accessory;3;Single;3;1;7.0;185.74;1
0.0;11.0;3;Mobile;3;Single;2;1;0.0;128.51.00;1
8.0;15.0;3;Grocery;2;Divorced;8;0;3.0;21.102.999.999.999.900;0
20.0;14.0;4;Laptop & Accessory;3;Divorced;4;0;1.0;177.58.00;0
20.0;11.0;3;Others;3;Divorced;5;0;1.0;283.00.00;0
7.0;9.0;5;Laptop & Accessory;5;Single;4;0;12.0;147.59.00;0
19.0;13.0;3;Laptop & Accessory;3;Divorced;3;0;0.0;152.58.00;0
9.0;10.0;4;Fashion;1;Married;8;0;9.0;203.23.00;0
13.0;8.0;1;Laptop & Accessory;4;Married;2;0;7.0;142.44.00;0
6.0;7.0;4;Laptop & Accessory;4;Married;3;0;10.0;187.02.00;0
10.0;16.0;4;Laptop & Accessory;2;Married;3;1;0.0;166.94;0
9.0;9.0;4;Phone;1;Married;3;0;3.0;145.14.00;0
1.0;15.0;6;Phone;5;Married;3;0;2.0;149.51.00;0
1.0;8.0;4;Mobile;4;Divorced;1;0;4.0;132.01.00;0
5.0;7.0;3;Fashion;1;Married;2;0;7.0;204.22.00;0
8.0;14.0;4;Phone;3;Married;2;1;8.0;148.08.00;0
1.0;7.0;4;Laptop & Accessory;4;Married;3;0;5.0;188.97;0
0.0;14.0;1;Mobile;3;Married;8;0;2.0;135.17.00;0
18.0;11.0;2;Grocery;2;Divorced;5;1;12.0;258.02.00;0
5.0;12.0;4;Laptop & Accessory;1;Married;3;0;3.0;179.76;0
6.0;10.0;3;Laptop & Accessory;4;Married;6;0;7.0;130.55.00;0
8.0;11.0;3;Laptop & Accessory;1;Married;4;0;0.0;12.086.000.000.000.000;1
9.0;8.0;4;Fashion;3;Divorced;2;0;0.0;175.96;0
8.0;11.0;3;Grocery;4;Married;2;1;10.0;240.26.00;0
10.0;7.0;5;Laptop & Accessory;3;Married;2;0;3.0;168.74;0
22.0;9.0;3;Laptop & Accessory;4;Divorced;5;0;3.0;206.02.00;0
6.0;7.0;4;Phone;1;Married;2;0;3.0;148.14.00;0
3.0;9.0;4;Laptop & Accessory;3;Married;3;0;3.0;171.49.00;0
0.0;11.0;3;Mobile;4;Single;2;1;0.0;124.72;1
0.0;11.0;3;Mobile;4;Married;3;1;2.0;12.372.999.999.999.900;1
5.0;10.0;3;Phone;4;Married;3;0;2.0;139.31.00;0
10.0;16.0;3;Laptop & Accessory;4;Single;3;1;1.0;141.97;0
8.0;11.0;3;Fashion;4;Divorced;3;0;1.0;207.25.00;0
15.0;8.0;4;Laptop & Accessory;2;Single;4;0;0.0;167.81;0
5.0;8.0;3;Laptop & Accessory;4;Married;1;1;2.0;140.78;0
21.0;9.0;5;Phone;1;Married;11;1;1.0;148.08.00;1
14.0;9.0;4;Phone;3;Married;4;0;3.0;145.01.00;0
11.0;6.0;1;Mobile;3;Divorced;2;0;0.0;128.44.00;0
10.0;8.0;6;Fashion;5;Married;4;1;3.0;227.52.00;0
14.0;9.0;4;Others;3;Married;2;0;13.0;305.41.00;0
0.0;10.0;4;Laptop & Accessory;2;Single;2;1;3.0;144.87;0
19.0;11.0;4;Phone;4;Single;3;0;5.0;146.77;0
3.0;21.0;4;Fashion;5;Married;3;0;7.0;171.04.00;0
11.0;6.0;4;Fashion;3;Single;10;1;0.0;153.81;1
3.0;18.0;3;Laptop & Accessory;3;Single;1;0;4.0;165.77;0
10.0;15.0;4;Laptop & Accessory;4;Married;2;0;3.0;141.89;0
21.0;13.0;3;Laptop & Accessory;5;Married;5;0;2.0;154.86;0
14.0;7.0;4;Laptop & Accessory;1;Married;6;0;4.0;190.13.00;0
9.0;14.0;1;Fashion;5;Married;10;0;3.0;217.13.00;0
11.0;8.0;6;Laptop & Accessory;1;Married;3;0;3.0;220.25.00;0
5.0;6.0;3;Mobile;5;Single;2;0;0.0;129.56.00;0
9.0;15.0;4;Phone;3;Single;3;0;5.0;168.23.00;0
8.0;10.0;4;Laptop & Accessory;5;Married;4;0;6.0;184.04.00;0
9.0;11.0;4;Laptop & Accessory;1;Married;3;1;8.0;165.14.00;0
