Tenure;WarehouseToHome;NumberOfDeviceRegistered;PreferedOrderCat;SatisfactionScore;MaritalStatus;NumberOfAddress;Complain;DaySinceLastOrder;CashbackAmount;Churn
07.00;25.00.00;3;Laptop & Accessory;4;Married;5;0;10.00;144.44.00;0
01.00;26.00.00;4;Mobile Phone;1;Married;5;0;03.00;161.69;0
11.00;15.00;4;Laptop & Accessory;4;Married;4;0;08.00;165.71;0
07.00;15.00;4;Laptop & Accessory;3;Married;2;0;03.00;196.04.00;0
05.00;;4;Mobile;4;Divorced;7;0;02.00;123.32.00;0
09.00;25.00.00;4;Laptop & Accessory;3;Divorced;3;0;01.00;171.01.00;0
03.00;14.00;4;Mobile Phone;5;Single;5;0;03.00;145.62;0
14.00;09.00;5;Mobile Phone;2;Single;2;1;04.00;148.42.00;0
01.00;12.00;4;Mobile Phone;5;Single;3;1;03.00;148.08.00;0
00.00;29.00.00;3;Fashion;5;Married;10;1;02.00;199.05.00;1
00.00;35.00.00;4;Mobile;4;Single;1;0;04.00;134.79;1
13.00;31.00.00;4;Laptop & Accessory;1;Single;9;0;08.00;166.08.00;0
17.00;06.00;3;Laptop & Accessory;3;Divorced;8;0;00.00;147.68;0
00.00;29.00.00;4;Fashion;5;Married;2;0;10.00;173.36.00;1
19.00;35.00.00;5;Grocery;4;Single;3;0;07.00;292.04.00;0
18.00;08.00;4;Laptop & Accessory;1;Married;2;0;09.00;157.07.00;0
13.00;18.00;4;Fashion;2;Divorced;3;0;08.00;201.54.00;1
12.00;07.00;4;Mobile Phone;5;Single;5;0;01.00;151.19.00;0
00.00;11.00;3;Mobile Phone;2;Single;2;0;00.00;11.050.999.999.999.900;0
13.00;18.00;4;Fashion;1;Married;3;0;08.00;201.54.00;1
14.00;10.00;5;Laptop & Accessory;4;Married;7;0;02.00;164.03.00;0
08.00;07.00;2;Laptop & Accessory;2;Married;2;0;;222.25.00;0
16.00;07.00;4;Laptop & Accessory;3;Married;3;0;07.00;174.07.00;0
07.00;08.00;4;Laptop & Accessory;5;Married;7;0;09.00;159.57.00;0
00.00;29.00.00;4;Laptop & Accessory;3;Divorced;4;1;01.00;159.16.00;1
08.00;08.00;4;Fashion;1;Single;3;0;;223.88;0
02.00;08.00;3;Laptop & Accessory;2;Single;2;0;09.00;145.54.00;0
20.00;;4;Mobile;1;Married;10;1;00.00;12.380.000.000.000.000;1
02.00;24.00.00;4;Laptop & Accessory;5;Married;3;0;09.00;170.58.00;0
00.00;;4;Mobile;3;Married;2;1;07.00;123.66;1
08.00;15.00;4;Fashion;3;Married;2;1;15.00;20.685.000.000.000.000;0
04.00;32.00.00;4;Laptop & Accessory;3;Divorced;9;1;03.00;172.36.00;0
21.00;23.00;2;Laptop & Accessory;3;Married;3;1;08.00;175.67;0
15.00;08.00;4;Mobile Phone;1;Married;5;0;01.00;152.82;0
13.00;16.00;4;Laptop & Accessory;4;Single;22;0;04.00;192.82;0
10.00;24.00.00;5;Laptop & Accessory;4;Married;4;0;04.00;180.07.00;0
04.00;13.00;1;Laptop & Accessory;1;Married;5;0;07.00;169.29.00;0
01.00;09.00;4;Mobile Phone;4;Married;11;0;03.00;159.68;0
00.00;17.00;2;Laptop & Accessory;3;Divorced;9;0;02.00;147.07.00;1
03.00;30.00.00;3;Mobile;3;Married;2;0;00.00;126.93;0
10.00;09.00;4;Mobile Phone;3;Single;6;0;10.00;150.19.00;0
24.00.00;09.00;4;Grocery;3;Married;7;0;04.00;301.39.00;0
07.00;08.00;3;Laptop & Accessory;2;Single;2;0;04.00;162.74;0
08.00;07.00;2;Mobile Phone;1;Single;4;0;04.00;157.08.00;0
07.00;07.00;2;Laptop & Accessory;4;Married;3;1;03.00;179.88;0
00.00;09.00;4;Mobile;1;Married;1;1;00.00;128.53.00;1
16.00;09.00;4;Mobile Phone;3;Married;2;1;01.00;151.96;0
09.00;09.00;3;Laptop & Accessory;4;Single;5;0;07.00;144.85;0
28.00.00;18.00;4;Grocery;1;Married;5;0;13.00;285.32.00;0
00.00;06.00;4;Laptop & Accessory;2;Divorced;7;0;02.00;147.75;0
01.00;22.00;4;Fashion;3;Married;9;1;08.00;261.01.00;1
09.00;09.00;3;Mobile Phone;4;Married;2;0;07.00;136.92;0
29.00.00;27.00.00;4;Laptop & Accessory;1;Married;5;1;09.00;179.15.00;0
00.00;13.00;5;Laptop & Accessory;3;Single;2;1;06.00;160.74;1
09.00;17.00;4;Laptop & Accessory;3;Single;5;1;05.00;186.42.00;0
08.00;17.00;4;Laptop & Accessory;3;Married;3;1;08.00;165.01.00;0
02.00;13.00;3;Laptop & Accessory;1;Married;2;1;00.00;166.23.00;0
29.00.00;09.00;5;Grocery;5;Single;9;0;03.00;292.56.00;0
07.00;24.00.00;4;Grocery;3;Single;3;0;01.00;299.44.00;0
20.00;10.00;4;Grocery;3;Divorced;5;0;10.00;299.65;0
06.00;36.00.00;4;Mobile Phone;3;Single;11;0;08.00;165.25.00;0
27.00.00;08.00;4;Fashion;3;Divorced;7;0;00.00;206.86;0
03.00;07.00;4;Laptop & Accessory;5;Married;2;0;03.00;178.73;0
31.00.00;14.00;2;Laptop & Accessory;2;Married;2;1;10.00;177.02.00;0
;12.00;1;Mobile Phone;5;Married;2;1;00.00;11.600.999.999.999.900;1
30.00.00;09.00;4;Laptop & Accessory;2;Single;6;0;05.00;151.71;0
;09.00;3;Mobile;4;Single;5;0;02.00;120.88;0
01.00;23.00;4;Laptop & Accessory;5;Single;7;0;03.00;178.24.00;1
15.00;21.00;4;Mobile Phone;3;Married;6;0;09.00;149.51.00;0
18.00;36.00.00;4;Laptop & Accessory;1;Single;3;0;18.00;170.41.00;0
15.00;14.00;3;Others;1;Married;2;0;09.00;284.03.00;0
20.00;09.00;4;Fashion;1;Married;5;0;;210.78;0
04.00;32.00.00;4;Laptop & Accessory;3;Married;9;1;03.00;172.36.00;0
09.00;09.00;4;Laptop & Accessory;5;Married;4;0;01.00;175.93;0
02.00;12.00;4;Mobile;4;Married;2;0;00.00;128.04.00;0
00.00;15.00;3;Mobile Phone;5;Single;8;0;04.00;142.00.00;1
09.00;10.00;5;Mobile Phone;3;Married;3;0;01.00;137.81;0
01.00;21.00;4;Mobile Phone;5;Married;3;1;09.00;147.35.00;0
06.00;16.00;6;Laptop & Accessory;1;Married;2;0;08.00;171.68;0
01.00;31.00.00;6;Mobile Phone;2;Single;3;1;01.00;136.18.00;1
20.00;08.00;3;Laptop & Accessory;1;Married;6;0;04.00;150.07.00;0
12.00;30.00.00;3;Laptop & Accessory;1;Single;8;0;07.00;141.08.00;0
31.00.00;13.00;4;Mobile Phone;3;Married;10;0;03.00;147.67;0
01.00;21.00;4;Mobile Phone;1;Married;7;1;05.00;149.36.00;1
01.00;07.00;4;Laptop & Accessory;3;Divorced;2;0;03.00;173.98;0
10.00;31.00.00;3;Laptop & Accessory;3;Married;4;1;07.00;144.49.00;0
03.00;10.00;5;Fashion;3;Divorced;3;0;08.00;24.435.000.000.000.000;0
04.00;10.00;1;Mobile Phone;3;Married;9;0;02.00;139.78;0
04.00;11.00;3;Mobile;4;Married;2;0;02.00;12.788.999.999.999.900;0
04.00;07.00;4;Mobile Phone;4;Divorced;2;1;08.00;160.79;0
05.00;09.00;6;Mobile Phone;1;Married;3;1;01.00;136.29.00;0
06.00;17.00;4;Fashion;1;Single;4;0;01.00;237.44.00;0
00.00;;3;Mobile;1;Single;3;0;02.00;12.580.000.000.000.000;0
28.00.00;08.00;4;Mobile;1;Married;9;0;04.00;126.62;0
22.00;08.00;3;Others;1;Married;4;0;03.00;291.61;0
05.00;16.00;5;Mobile Phone;4;Single;2;1;03.00;151.57.00;0
19.00;06.00;1;Grocery;5;Single;2;0;12.00;275.67;0
07.00;21.00;3;Grocery;5;Married;8;0;09.00;270.07.00;0
02.00;08.00;3;Laptop & Accessory;1;Single;2;0;09.00;145.54.00;0
28.00.00;32.00.00;4;Others;1;Married;2;0;13.00;295.86;0
01.00;22.00;6;Laptop & Accessory;1;Married;8;1;03.00;179.04.00;1
01.00;10.00;4;Mobile Phone;5;Single;2;0;05.00;156.02.00;1
13.00;22.00;3;Mobile;3;Married;10;0;00.00;135.44.00;0
17.00;17.00;4;Mobile Phone;2;Single;2;0;08.00;149.55.00;0
16.00;12.00;4;Others;3;Married;8;0;14.00;293.92;0
07.00;19.00;3;Fashion;3;Married;2;0;01.00;186.28.00;0
08.00;15.00;2;Laptop & Accessory;3;Married;4;0;03.00;169.04.00;0
00.00;07.00;3;Mobile;1;Married;5;0;02.00;132.29.00;0
;06.00;5;Mobile;4;Single;8;1;07.00;122.16.00;1
15.00;23.00;2;Laptop & Accessory;5;Single;4;1;02.00;165.45.00;0
01.00;23.00;4;Fashion;3;Married;4;0;01.00;206.61;1
07.00;09.00;3;Laptop & Accessory;4;Married;2;0;09.00;154.33.00;0
16.00;13.00;4;Fashion;5;Married;11;0;08.00;258.48.00;0
16.00;22.00;3;Grocery;2;Divorced;6;1;09.00;260.64;0
04.00;09.00;3;Mobile;5;Married;2;1;03.00;130.65;0
00.00;35.00.00;3;Mobile Phone;5;Married;2;0;02.00;139.07.00;0
02.00;36.00.00;4;Laptop & Accessory;5;Divorced;9;1;01.00;191.73;1
08.00;;3;Mobile;1;Married;2;0;02.00;125.72;0
01.00;07.00;4;Mobile Phone;2;Single;3;0;01.00;141.11.00;0
01.00;18.00;4;Mobile Phone;4;Married;3;0;03.00;147.44.00;0
01.00;14.00;6;Laptop & Accessory;3;Single;3;1;07.00;185.74;1
08.00;08.00;3;Laptop & Accessory;4;Single;6;0;02.00;144.25.00;0
06.00;10.00;4;Laptop & Accessory;5;Divorced;3;0;04.00;192.25.00;0
10.00;19.00;3;Laptop & Accessory;1;Married;2;0;07.00;142.85;0
11.00;36.00.00;4;Fashion;4;Married;3;1;10.00;243.49.00;1
19.00;;3;Mobile;1;Single;2;0;00.00;125.87;1
06.00;08.00;4;Fashion;1;Married;3;0;;229.22.00;0
19.00;30.00.00;4;Laptop & Accessory;5;Divorced;3;1;09.00;161.33.00;0
01.00;17.00;4;Laptop & Accessory;5;Single;3;0;09.00;167.13.00;1
06.00;23.00;3;Grocery;3;Single;2;0;00.00;274.44.00;0
31.00.00;31.00.00;3;Fashion;2;Married;5;1;;219.39.00;0
05.00;15.00;3;Laptop & Accessory;1;Married;2;1;05.00;163.22.00;0
01.00;12.00;2;Mobile Phone;3;Single;5;1;04.00;149.32.00;1
08.00;17.00;2;Laptop & Accessory;1;Married;3;0;03.00;172.24.00;0
08.00;09.00;4;Laptop & Accessory;1;Single;3;0;05.00;187.74;0
27.00.00;10.00;4;Grocery;3;Divorced;5;1;04.00;300.84;0
21.00;09.00;5;Mobile Phone;2;Single;3;1;03.00;157.94;0
04.00;14.00;4;Laptop & Accessory;5;Married;9;0;03.00;172.79;0
05.00;35.00.00;4;Mobile;4;Single;2;0;01.00;128.37.00;0
28.00.00;08.00;3;Fashion;4;Married;4;0;;209.76;0
05.00;18.00;4;Mobile Phone;2;Divorced;5;1;03.00;148.56.00;0
10.00;11.00;3;Laptop & Accessory;1;Married;8;0;04.00;163.47.00;0
00.00;22.00;3;Laptop & Accessory;5;Single;6;0;02.00;153.24.00;1
01.00;07.00;5;Mobile Phone;3;Married;3;0;04.00;145.07.00;0
16.00;17.00;4;Mobile Phone;3;Married;5;0;04.00;154.36.00;0
04.00;09.00;4;Mobile Phone;1;Single;2;0;08.00;150.64;0
;13.00;4;Mobile;4;Married;2;0;01.00;121.41.00;0
05.00;21.00;3;Laptop & Accessory;1;Married;6;0;02.00;166.67;0
01.00;19.00;4;Laptop & Accessory;1;Single;5;1;08.00;170.81;1
11.00;08.00;4;Fashion;3;Married;4;1;02.00;177.56.00;0
08.00;07.00;4;Mobile Phone;5;Married;7;0;04.00;154.96;0
01.00;17.00;4;Laptop & Accessory;2;Single;2;0;02.00;174.05.00;0
10.00;15.00;5;Fashion;5;Single;3;0;10.00;200.87;0
01.00;19.00;3;Mobile Phone;4;Single;3;0;01.00;152.16.00;1
14.00;10.00;5;Mobile Phone;3;Married;3;1;03.00;151.83;1
01.00;09.00;4;Mobile Phone;3;Single;8;0;02.00;168.82;1
01.00;12.00;5;Mobile Phone;3;Single;2;0;01.00;154.66;0
;16.00;4;Mobile Phone;4;Single;2;1;00.00;118.59.00;1
;14.00;1;Mobile;1;Married;2;0;01.00;122.69;0
12.00;09.00;4;Laptop & Accessory;3;Married;1;0;07.00;130.69;0
07.00;08.00;3;Laptop & Accessory;1;Single;2;0;11.00;166.87;0
06.00;09.00;3;Mobile;3;Married;2;1;00.00;129.09.00;0
09.00;08.00;6;Mobile Phone;1;Married;3;0;02.00;154.77;0
21.00;07.00;4;Others;1;Single;7;0;00.00;282.65;0
;09.00;4;Mobile;1;Single;1;0;01.00;12.044.999.999.999.900;0
10.00;09.00;4;Laptop & Accessory;4;Single;11;1;13.00;179.01.00;0
08.00;15.00;4;Laptop & Accessory;3;Single;5;0;04.00;186.42.00;0
03.00;11.00;3;Fashion;1;Married;3;0;04.00;194.19.00;0
10.00;16.00;3;Mobile;5;Married;7;0;03.00;134.52.00;0
01.00;09.00;5;Mobile Phone;3;Single;8;1;01.00;145.09.00;1
00.00;13.00;3;Mobile;3;Divorced;2;1;02.00;128.86;1
25.00.00;21.00;4;Laptop & Accessory;2;Divorced;6;0;08.00;174.36.00;0
14.00;09.00;2;Laptop & Accessory;3;Married;7;0;09.00;188.77;0
01.00;25.00.00;4;Mobile;5;Married;2;0;03.00;131.96;0
01.00;16.00;4;Mobile Phone;1;Single;3;0;03.00;151.01.00;0
11.00;08.00;3;Laptop & Accessory;3;Married;10;0;00.00;165.53.00;0
17.00;09.00;5;Fashion;1;Married;2;0;;226.69;1
10.00;17.00;3;Mobile Phone;3;Single;5;0;02.00;136.29.00;0
19.00;32.00.00;5;Laptop & Accessory;1;Married;2;0;09.00;184.06.00;0
;11.00;4;Mobile;5;Married;7;0;00.00;121.07.00;1
07.00;08.00;1;Mobile;1;Married;1;1;02.00;129.32.00;0
;07.00;3;Mobile;4;Single;2;1;02.00;12.302.000.000.000.000;1
03.00;15.00;6;Laptop & Accessory;5;Married;5;0;;222.15.00;0
04.00;12.00;5;Laptop & Accessory;3;Married;3;0;03.00;186.18.00;0
30.00.00;06.00;3;Others;5;Divorced;4;1;05.00;297.01.00;0
01.00;17.00;4;Mobile;3;Single;3;1;02.00;135.09.00;1
;09.00;3;Mobile Phone;2;Divorced;2;0;00.00;117.06.00;0
10.00;34.00.00;4;Laptop & Accessory;3;Married;8;0;08.00;177.37.00;0
01.00;08.00;6;Mobile Phone;3;Single;3;0;01.00;138.59.00;1
05.00;19.00;4;Others;3;Married;3;0;09.00;320.45.00;1
10.00;06.00;3;Fashion;2;Single;5;0;02.00;174.91;0
07.00;16.00;3;Laptop & Accessory;3;Married;2;1;07.00;140.01.00;0
15.00;11.00;3;Fashion;4;Single;10;1;07.00;184.46.00;1
17.00;10.00;3;Laptop & Accessory;4;Single;10;0;03.00;159.33.00;0
06.00;11.00;4;Fashion;2;Married;5;0;02.00;171.19.00;0
01.00;09.00;4;Mobile Phone;1;Married;8;1;03.00;162.22.00;1
28.00.00;24.00.00;3;Laptop & Accessory;4;Married;4;1;07.00;163.85;0
07.00;13.00;3;Mobile;1;Single;2;0;00.00;129.72;0
16.00;16.00;5;Others;1;Single;10;0;02.00;321.13.00;0
18.00;08.00;3;Laptop & Accessory;4;Divorced;1;0;07.00;148.05.00;0
19.00;30.00.00;4;Laptop & Accessory;5;Married;3;1;09.00;161.33.00;0
00.00;08.00;3;Mobile;3;Single;3;0;00.00;134.85;1
01.00;30.00.00;5;Laptop & Accessory;1;Married;9;1;01.00;166.57.00;0
19.00;08.00;3;Others;1;Married;8;1;02.00;293.28.00;0
15.00;26.00.00;4;Laptop & Accessory;5;Married;4;0;01.00;155.72;0
30.00.00;30.00.00;4;Grocery;4;Divorced;6;1;10.00;259.02.00;0
22.00;13.00;4;Fashion;3;Single;9;0;00.00;145.00.00;0
10.00;15.00;3;Fashion;4;Married;2;0;07.00;188.34.00;0
01.00;09.00;4;Mobile Phone;5;Married;5;0;01.00;148.22.00;0
03.00;12.00;4;Laptop & Accessory;2;Divorced;5;0;01.00;145.86;1
05.00;15.00;4;Fashion;2;Married;3;0;10.00;232.93;0
01.00;10.00;5;Mobile Phone;3;Single;3;0;03.00;155.33.00;0
11.00;18.00;4;Fashion;1;Married;3;1;08.00;24.685.000.000.000.000;0
13.00;;3;Mobile;3;Married;3;0;02.00;12.344.999.999.999.900;0
07.00;08.00;3;Laptop & Accessory;5;Single;1;1;02.00;145.38.00;0
02.00;08.00;3;Laptop & Accessory;1;Married;2;0;03.00;188.53.00;0
23.00;07.00;4;Grocery;3;Single;6;0;01.00;278.79;0
;07.00;3;Mobile;1;Married;2;0;03.00;120.44.00;0
10.00;33.00.00;1;Laptop & Accessory;3;Single;5;1;03.00;163.97;1
01.00;29.00.00;4;Mobile Phone;3;Single;3;1;01.00;141.75;1
13.00;;3;Mobile;1;Married;9;0;00.00;124.06.00;0
08.00;33.00.00;5;Mobile Phone;3;Married;3;0;01.00;145.29.00;0
01.00;11.00;4;Mobile Phone;3;Single;3;0;01.00;148.18.00;0
09.00;09.00;4;Fashion;1;Married;1;0;04.00;176.44.00;0
00.00;10.00;3;Mobile;4;Single;2;0;02.00;132.95;0
04.00;08.00;3;Laptop & Accessory;5;Single;8;0;03.00;153.32.00;0
01.00;11.00;3;Laptop & Accessory;5;Single;1;0;03.00;184.63;0
01.00;09.00;4;Laptop & Accessory;3;Single;3;1;05.00;169.78;0
10.00;07.00;4;Laptop & Accessory;4;Married;2;0;06.00;177.28.00;0
01.00;17.00;4;Fashion;5;Married;3;0;;212.93;0
11.00;06.00;4;Laptop & Accessory;2;Single;5;0;01.00;186.86;0
13.00;13.00;2;Fashion;3;Married;4;0;07.00;207.37.00;0
09.00;14.00;4;Fashion;3;Single;5;0;;227.21.00;0
03.00;14.00;4;Laptop & Accessory;1;Married;3;1;01.00;191.23.00;0
04.00;36.00.00;4;Laptop & Accessory;5;Married;10;0;04.00;166.15.00;0
14.00;13.00;1;Mobile;3;Married;2;0;08.00;133.76;0
01.00;21.00;4;Mobile Phone;3;Single;3;0;01.00;140.14.00;0
;27.00.00;3;Mobile;2;Divorced;8;0;02.00;12.258.000.000.000.000;0
02.00;06.00;3;Laptop & Accessory;3;Married;2;0;09.00;143.19.00;0
01.00;28.00.00;5;Mobile Phone;5;Married;2;0;01.00;147.96;0
;31.00.00;3;Mobile;4;Married;2;1;08.00;120.22.00;1
05.00;10.00;4;Laptop & Accessory;3;Divorced;2;0;08.00;161.62;0
02.00;;4;Mobile;2;Married;7;0;03.00;125.32.00;0
01.00;09.00;4;Laptop & Accessory;1;Married;2;0;03.00;167.27.00;0
14.00;09.00;4;Laptop & Accessory;4;Married;3;0;04.00;189.38.00;0
09.00;10.00;4;Laptop & Accessory;2;Single;2;0;08.00;158.01.00;0
08.00;34.00.00;4;Mobile Phone;4;Single;4;0;03.00;148.11.00;0
09.00;30.00.00;4;Mobile Phone;5;Married;5;1;03.00;165.14.00;0
27.00.00;11.00;3;Others;5;Divorced;5;0;02.00;294.06.00;0
11.00;10.00;4;Laptop & Accessory;4;Single;5;0;02.00;166.07.00;0
09.00;06.00;3;Laptop & Accessory;2;Single;5;0;00.00;166.53.00;0
;08.00;3;Mobile;4;Married;5;0;02.00;121.87;0
00.00;28.00.00;3;Laptop & Accessory;3;Married;2;1;07.00;161.79;1
01.00;13.00;2;Mobile Phone;1;Married;2;0;08.00;150.44.00;0
20.00;10.00;3;Laptop & Accessory;1;Single;2;1;07.00;141.63;0
31.00.00;07.00;4;Laptop & Accessory;3;Married;4;0;03.00;192.55.00;0
19.00;24.00.00;3;Laptop & Accessory;3;Married;3;0;08.00;148.01.00;0
13.00;15.00;4;Mobile Phone;3;Divorced;3;0;08.00;162.55.00;0
26.00.00;13.00;3;Others;3;Married;4;0;07.00;286.06.00;0
06.00;14.00;3;Mobile Phone;4;Divorced;3;0;04.00;152.94;0
05.00;06.00;3;Mobile;2;Married;1;0;02.00;12.313.999.999.999.900;0
13.00;17.00;4;Laptop & Accessory;5;Married;4;0;08.00;178.77;0
05.00;14.00;1;Laptop & Accessory;2;Divorced;2;0;08.00;162.09.00;0
08.00;08.00;5;Mobile Phone;4;Married;7;0;03.00;157.94;0
03.00;10.00;4;Laptop & Accessory;3;Married;6;1;01.00;177.38.00;1
00.00;10.00;4;Mobile;1;Married;1;0;04.00;131.62;0
16.00;21.00;4;Grocery;3;Married;2;0;11.00;276.03.00;0
18.00;14.00;3;Laptop & Accessory;1;Married;10;0;08.00;136.97;0
02.00;29.00.00;3;Mobile Phone;5;Single;1;0;03.00;139.04.00;1
07.00;;3;Mobile;5;Divorced;5;0;02.00;123.62;1
07.00;07.00;2;Laptop & Accessory;5;Married;3;0;09.00;165.37.00;0
06.00;15.00;2;Laptop & Accessory;2;Divorced;3;0;09.00;187.09.00;0
13.00;26.00.00;4;Laptop & Accessory;1;Married;10;0;03.00;164.02.00;0
02.00;23.00;2;Laptop & Accessory;5;Single;2;0;08.00;181.61;0
01.00;23.00;3;Laptop & Accessory;5;Married;2;0;08.00;145.58.00;0
06.00;14.00;3;Laptop & Accessory;3;Married;1;0;02.00;171.04.00;0
25.00.00;16.00;4;Mobile Phone;1;Married;5;0;04.00;145.75;0
09.00;16.00;5;Fashion;3;Divorced;3;1;16.00;23.185.000.000.000.000;0
14.00;09.00;4;Mobile Phone;3;Married;4;0;03.00;148.45.00;0
07.00;;3;Mobile;5;Married;5;0;02.00;123.62;1
13.00;10.00;3;Laptop & Accessory;4;Divorced;11;0;07.00;188.89;0
00.00;30.00.00;4;Laptop & Accessory;4;Single;1;1;10.00;145.99;1
25.00.00;14.00;3;Mobile;5;Divorced;10;0;04.00;129.05.00;0
06.00;14.00;3;Laptop & Accessory;3;Single;3;1;00.00;163.88;0
05.00;15.00;4;Laptop & Accessory;1;Single;3;0;09.00;169.24.00;0
04.00;14.00;4;Laptop & Accessory;3;Married;3;0;10.00;159.91;0
11.00;07.00;6;Laptop & Accessory;1;Married;3;0;;220.25.00;0
12.00;21.00;4;Laptop & Accessory;4;Married;2;0;;224.24.00;0
15.00;07.00;3;Fashion;5;Divorced;3;0;08.00;208.92;0
04.00;14.00;4;Laptop & Accessory;5;Married;9;0;03.00;172.79;0
14.00;06.00;4;Others;3;Married;2;0;10.00;291.89;0
01.00;11.00;4;Fashion;5;Single;2;1;;220.82;1
08.00;15.00;2;Laptop & Accessory;3;Married;3;0;09.00;192.99;0
01.00;33.00.00;5;Mobile Phone;3;Married;3;1;04.00;153.14.00;0
00.00;;5;Mobile;5;Married;2;0;01.00;12.450.999.999.999.900;0
09.00;09.00;3;Laptop & Accessory;4;Single;5;0;07.00;144.85;0
11.00;18.00;4;Fashion;2;Married;3;1;08.00;24.685.000.000.000.000;0
23.00;25.00.00;4;Laptop & Accessory;2;Married;3;1;08.00;193.04.00;0
01.00;27.00.00;4;Laptop & Accessory;3;Single;3;0;;224.81;0
05.00;12.00;4;Laptop & Accessory;5;Single;2;0;;224.36.00;0
17.00;07.00;1;Laptop & Accessory;5;Married;3;0;02.00;150.33.00;0
16.00;15.00;4;Others;2;Married;3;0;10.00;309.03.00;0
01.00;07.00;5;Laptop & Accessory;5;Divorced;7;0;01.00;167.98;0
08.00;17.00;4;Mobile Phone;3;Married;3;1;01.00;147.02.00;0
16.00;09.00;6;Others;1;Married;3;0;10.00;323.45.00;1
;09.00;3;Mobile Phone;3;Single;2;0;00.00;11.419.999.999.999.900;1
07.00;15.00;5;Mobile Phone;1;Single;2;0;03.00;148.42.00;0
18.00;10.00;5;Fashion;3;Married;5;0;03.00;197.56.00;0
23.00;13.00;5;Grocery;3;Married;4;1;13.00;264.66;0
04.00;23.00;2;Laptop & Accessory;3;Married;5;0;08.00;177.94;0
23.00;06.00;3;Others;1;Married;4;0;06.00;295.17.00;0
23.00;14.00;4;Fashion;4;Married;5;0;;229.66;0
01.00;17.00;2;Mobile Phone;3;Married;4;0;03.00;145.73;0
23.00;29.00.00;4;Grocery;4;Married;5;0;03.00;289.13.00;0
04.00;15.00;3;Fashion;4;Married;2;0;08.00;20.648.000.000.000.000;0
00.00;19.00;3;Laptop & Accessory;5;Married;3;0;02.00;142.33.00;1
06.00;09.00;4;Mobile Phone;5;Married;3;0;01.00;153.27.00;0
21.00;22.00;3;Laptop & Accessory;3;Married;9;0;07.00;164.39.00;0
06.00;07.00;5;Mobile Phone;4;Married;8;0;03.00;148.32.00;0
;31.00.00;3;Mobile;4;Married;2;1;08.00;120.22.00;1
19.00;06.00;3;Mobile;5;Single;7;0;07.00;134.23.00;0
20.00;09.00;4;Others;5;Single;5;0;02.00;314.47.00;0
04.00;15.00;3;Fashion;4;Married;2;0;08.00;20.648.000.000.000.000;0
01.00;12.00;3;Mobile Phone;4;Married;3;1;03.00;148.28.00;0
07.00;22.00;4;Laptop & Accessory;1;Married;2;1;02.00;37.00.00;0
00.00;08.00;3;Mobile;5;Divorced;8;0;07.00;127.07.00;1
18.00;08.00;4;Grocery;1;Married;10;0;08.00;267.92;0
01.00;11.00;5;Mobile Phone;3;Single;7;0;03.00;163.94;1
15.00;34.00.00;4;Laptop & Accessory;1;Married;1;0;04.00;145.23.00;0
26.00.00;09.00;5;Mobile Phone;1;Single;9;0;03.00;157.12.00;0
05.00;14.00;5;Fashion;3;Divorced;3;0;;214.43.00;0
14.00;26.00.00;4;Laptop & Accessory;1;Married;10;1;08.00;152.41.00;0
;13.00;1;Mobile;1;Married;5;0;02.00;12.088.999.999.999.900;0
06.00;34.00.00;3;Laptop & Accessory;3;Married;2;1;07.00;152.07.00;0
17.00;09.00;4;Laptop & Accessory;1;Married;3;1;09.00;203.47.00;0
00.00;;4;Mobile;5;Married;5;1;00.00;123.35.00;1
01.00;30.00.00;2;Mobile Phone;1;Married;3;1;05.00;152.25.00;0
14.00;19.00;4;Laptop & Accessory;5;Married;4;0;08.00;169.48.00;0
13.00;12.00;3;Grocery;1;Single;2;1;07.00;264.37.00;0
14.00;21.00;5;Others;3;Single;3;0;10.00;321.26.00;0
13.00;08.00;3;Laptop & Accessory;4;Married;8;0;03.00;157.15.00;0
00.00;08.00;5;Mobile;2;Divorced;6;1;02.00;134.64;1
19.00;07.00;3;Mobile;5;Single;7;0;07.00;134.23.00;0
08.00;08.00;4;Fashion;4;Married;3;0;04.00;202.74;0
17.00;35.00.00;3;Laptop & Accessory;1;Single;2;0;17.00;145.41.00;0
04.00;23.00;4;Mobile Phone;1;Married;3;0;09.00;153.62;0
01.00;19.00;4;Laptop & Accessory;1;Single;5;1;08.00;170.81;1
08.00;09.00;4;Laptop & Accessory;5;Single;2;1;03.00;170.38.00;0
01.00;16.00;5;Mobile Phone;4;Married;3;0;01.00;151.94;0
14.00;23.00;4;Fashion;1;Single;8;1;04.00;204.45.00;0
23.00;23.00;4;Mobile Phone;5;Married;6;1;03.00;150.87;0
06.00;06.00;4;Mobile;5;Single;4;1;02.00;12.799.000.000.000.000;0
01.00;29.00.00;4;Mobile Phone;3;Married;6;1;02.00;146.32.00;1
26.00.00;;3;Laptop & Accessory;2;Single;3;0;02.00;124.05.00;0
05.00;14.00;4;Laptop & Accessory;5;Divorced;3;0;13.00;168.06.00;0
19.00;09.00;4;Others;5;Divorced;7;1;05.00;323.59.00;1
;15.00;3;Mobile;1;Married;2;0;04.00;12.069.999.999.999.900;0
15.00;10.00;3;Others;2;Divorced;2;0;15.00;292.32.00;0
04.00;16.00;4;Laptop & Accessory;1;Married;2;1;08.00;188.47.00;0
21.00;28.00.00;3;Grocery;1;Married;4;0;07.00;271.74;0
