user_id,age,gender,education_level,employment_status,job_title,monthly_income_usd,monthly_expenses_usd,savings_usd,has_loan,loan_type,loan_amount_usd,loan_term_months,monthly_emi_usd,loan_interest_rate_pct,debt_to_income_ratio,credit_score,savings_to_income_ratio,region,record_date,cluster,pca1,pca2,risk_score,risk_category,Alert_Timestamp,Alert_Priority
U18057,68,Female,High School,Employed,Manager,1986.62,1519.53,237470.15,Yes,Home,448918.79,120,10422.21,25.66,5.25,358,9.96,Africa,2023-09-20,1,1.912050649388377,0.2403274835901055,-80.65,,2026-01-08 17:56:47,CRITICAL
U18058,39,Male,Bachelor,Self-employed,Teacher,7592.67,3487.94,337304.32,Yes,Home,422410.92,360,8118.92,23.04,1.07,571,3.7,North America,2022-04-14,2,-0.3698572529667205,-0.4032738914602523,54.77,Medium Risk,2026-01-08 17:56:47,CRITICAL
U18061,31,Male,High School,Employed,Salesperson,3479.56,1110.7,182402.63,No,,0.0,0,0.0,0.0,0.0,307,4.37,Asia,2022-09-15,2,-0.5345866413782895,-1.339323940055158,74.45,Low Risk,2026-01-08 17:56:47,CRITICAL
U18064,51,Female,Master,Employed,Driver,2084.76,880.32,95098.31,Yes,Business,77889.5,12,7037.16,15.19,3.38,391,3.8,Other,2024-12-19,2,1.139316130329296,-1.1227591546738132,-23.0,,2026-01-08 17:56:47,CRITICAL
U18065,64,Female,Other,Employed,Teacher,3587.45,1110.28,278485.9,Yes,Car,125293.57,12,11264.49,14.25,3.14,493,6.47,Europe,2022-11-04,1,1.1509804796244676,-0.0348295473469348,-11.0,,2026-01-08 17:56:47,CRITICAL
U18066,26,Male,High School,Employed,Teacher,5538.18,2463.35,412830.29,Yes,Home,431010.08,12,39201.84,16.47,7.08,369,6.21,Other,2024-05-28,3,4.262821802017521,-0.7685231362741842,-135.04,,2026-01-08 17:56:47,CRITICAL
U18067,52,Male,Bachelor,Employed,Accountant,4668.35,2577.47,320409.85,No,,0.0,0,0.0,0.0,0.0,417,5.72,North America,2023-01-15,2,-0.6952253827113547,-0.531030307951851,79.62,Low Risk,2026-01-08 17:56:47,CRITICAL
U18068,61,Female,Bachelor,Self-employed,Student,3494.21,2139.82,180366.64,No,,0.0,0,0.0,0.0,0.0,414,4.3,Asia,2025-04-24,2,-0.4268413054524173,-0.8840661253741551,79.48,Low Risk,2026-01-08 17:56:47,CRITICAL
U18069,27,Male,High School,Employed,Manager,3271.38,2057.06,257730.49,Yes,Home,134533.42,36,4613.73,14.24,1.41,570,6.57,Other,2024-09-29,1,0.3574543155661508,0.3568454282395428,44.52,Medium Risk,2026-01-08 17:56:47,CRITICAL
U18070,42,Female,Bachelor,Employed,Doctor,500.0,314.88,45691.69,Yes,Business,409507.97,24,19286.53,12.05,38.57,572,7.62,Europe,2022-05-18,3,9.143532338226604,0.5310945186767396,-1070.18,,2026-01-08 17:56:47,CRITICAL
U18071,55,Male,High School,Employed,Salesperson,4939.91,2823.16,90904.8,No,,0.0,0,0.0,0.0,0.0,494,1.53,Africa,2024-05-27,2,-0.7417956960018856,-1.229437251459896,83.25,Low Risk,2026-01-08 17:56:47,CRITICAL
U18072,28,Female,Master,Self-employed,Student,1927.64,1099.16,94745.46,Yes,Business,147427.51,60,4757.11,29.86,2.47,669,4.1,Other,2021-07-24,0,0.8333069143080871,0.1979281943902726,17.38,High Risk,2026-01-08 17:56:47,CRITICAL
U18073,58,Female,Bachelor,Employed,Driver,1920.8,1378.93,23691.46,No,,0.0,0,0.0,0.0,0.0,303,1.03,North America,2024-11-17,2,-0.095074676480629,-2.171044986725541,74.26,Low Risk,2026-01-08 17:56:47,CRITICAL
U18074,45,Female,Other,Student,Engineer,2465.29,1538.34,155336.0,Yes,Education,478084.93,12,42865.16,13.73,17.39,796,5.25,North America,2022-02-10,3,7.265668236961369,0.8902829479426142,-424.24,,2026-01-08 17:56:47,CRITICAL
U18075,30,Male,Master,Self-employed,Student,500.0,205.93,51531.7,Yes,Business,12746.7,12,1193.51,22.08,2.39,707,8.59,Asia,2021-10-03,1,0.7633991415801039,1.5059700556895783,21.57,High Risk,2026-01-08 17:56:47,CRITICAL
U18077,50,Male,Bachelor,Self-employed,Student,6276.35,3493.12,583976.26,Yes,Car,377748.47,300,9104.66,28.9,1.45,610,7.75,Asia,2024-10-22,1,0.1582525202386525,0.7812037262478672,45.21,Medium Risk,2026-01-08 17:56:47,CRITICAL
U18079,20,Other,Bachelor,Unemployed,Manager,3511.44,2932.08,134866.29,Yes,Home,115522.26,60,2679.03,13.85,0.76,481,3.2,Africa,2025-07-10,2,0.0579336622149583,-0.8711108812007796,59.84,Medium Risk,2026-01-08 17:56:47,CRITICAL
U18080,50,Female,Master,Employed,Student,1308.82,588.83,73912.47,Yes,Car,433167.43,360,7370.23,20.37,5.63,802,4.71,Europe,2021-08-19,0,1.794830022413277,0.9328693276054814,-71.16,,2026-01-08 17:56:47,CRITICAL
U18082,57,Female,High School,Employed,Engineer,772.63,428.11,91718.08,Yes,Education,147695.18,300,2019.78,16.11,2.61,480,9.89,North America,2023-12-30,1,0.8179934763099231,0.8119879091856025,4.29,High Risk,2026-01-08 17:56:47,CRITICAL
U18084,66,Female,Master,Employed,Doctor,2383.11,987.63,127493.15,No,,0.0,0,0.0,0.0,0.0,326,4.46,North America,2022-10-22,2,-0.2519532914781264,-1.222224448564406,75.34,Low Risk,2026-01-08 17:56:47,CRITICAL
U18089,42,Male,Bachelor,Employed,Salesperson,3594.53,1784.24,224758.16,Yes,Business,313384.06,180,7310.37,27.52,2.03,592,5.21,Other,2024-12-18,1,0.6262229723135518,0.1060571409505512,26.96,High Risk,2026-01-08 17:56:47,CRITICAL
U18093,44,Male,PhD,Employed,Salesperson,5742.43,2531.34,664563.5,Yes,Education,159985.38,180,3848.43,28.44,0.67,669,9.64,Asia,2022-12-06,1,-0.4552240190638623,1.5376730776891196,71.38,Low Risk,2026-01-08 17:56:47,CRITICAL
U18096,40,Female,Bachelor,Unemployed,Manager,1955.5,854.23,203758.07,Yes,Business,60943.79,300,1079.35,21.14,0.55,495,8.68,Europe,2024-02-21,1,0.0758031666488026,0.5743550687571073,66.79,Low Risk,2026-01-08 17:56:47,CRITICAL
U18099,26,Female,Bachelor,Self-employed,Engineer,3867.7,2702.37,139384.01,Yes,Business,95607.43,360,2361.87,29.64,0.61,725,3.0,Asia,2025-07-05,0,-0.0993156737054566,0.1635091072995298,75.82,Low Risk,2026-01-08 17:56:47,CRITICAL
U18102,35,Male,PhD,Student,Engineer,3072.12,2304.56,323173.08,Yes,Education,485669.17,240,9061.76,22.11,2.95,482,8.77,Asia,2022-07-19,1,1.1552386293219188,0.494075566090757,-5.82,,2026-01-08 17:56:47,CRITICAL
U18103,38,Female,Bachelor,Employed,Unemployed,4819.54,3557.98,502558.15,No,,0.0,0,0.0,0.0,0.0,406,8.69,Africa,2022-03-08,1,-0.6350891406929234,0.1511490184952072,79.11,Low Risk,2026-01-08 17:56:47,CRITICAL
U18107,39,Female,Bachelor,Self-employed,Doctor,4158.59,2175.99,309054.34,Yes,Car,345814.36,240,8580.35,29.69,2.06,802,6.19,Asia,2023-08-21,0,0.6654644125065193,1.272501208461858,35.94,Medium Risk,2026-01-08 17:56:47,CRITICAL
U18108,31,Female,Other,Self-employed,Doctor,7501.23,2550.76,833843.63,Yes,Home,345842.42,60,8375.34,15.81,1.12,681,9.26,North America,2024-07-19,1,-0.3888058654447177,1.4658494753783886,58.45,Medium Risk,2026-01-08 17:56:47,CRITICAL
U18109,45,Female,Bachelor,Employed,Manager,1553.99,507.8,183520.24,No,,0.0,0,0.0,0.0,0.0,405,9.84,Asia,2022-05-08,1,-0.065369182665632,0.4705743621362452,79.06,Low Risk,2026-01-08 17:56:47,CRITICAL
U18111,24,Male,Master,Employed,Manager,1069.69,781.43,6291.13,Yes,Education,300156.96,24,12917.05,3.12,12.08,321,0.49,Other,2024-11-26,3,3.559624080925903,-2.28135509940784,-287.89,,2026-01-08 17:56:47,CRITICAL
U18117,53,Female,Master,Unemployed,Student,5764.41,3393.11,483104.14,No,,0.0,0,0.0,0.0,0.0,414,6.98,Other,2022-03-12,1,-0.9056179681631404,-0.2447861090514952,79.48,Low Risk,2026-01-08 17:56:47,CRITICAL
U18118,23,Male,Master,Employed,Accountant,4594.32,3220.89,66664.59,No,,0.0,0,0.0,0.0,0.0,345,1.21,Other,2025-02-02,2,-0.622302945766683,-1.969578278070839,76.24,Low Risk,2026-01-08 17:56:47,CRITICAL
U18120,32,Male,High School,Employed,Driver,5283.35,2433.13,592345.62,Yes,Business,205636.95,60,6342.02,27.51,1.2,798,9.34,Europe,2023-06-29,1,0.013658378272105,2.0327022534974737,61.55,Low Risk,2026-01-08 17:56:47,CRITICAL
U18121,45,Male,High School,Self-employed,Manager,6518.33,5640.49,728076.77,No,,0.0,0,0.0,0.0,0.0,382,9.31,Africa,2022-02-18,1,-0.8825135753128499,0.1760672791304029,77.98,Low Risk,2026-01-08 17:56:47,CRITICAL
U18122,42,Female,Master,Employed,Accountant,2788.82,1741.2,302562.16,Yes,Business,346683.5,36,10331.37,4.62,3.7,370,9.04,Other,2025-01-03,1,1.4289136727496254,0.0615045430229008,-33.59,,2026-01-08 17:56:47,CRITICAL
U18123,55,Male,Master,Employed,Doctor,4885.92,4351.88,266812.31,Yes,Business,356545.84,12,31505.46,10.96,6.45,550,4.55,Europe,2022-07-10,3,3.755221049691852,-0.3491048792472754,-107.62,,2026-01-08 17:56:47,CRITICAL
U18124,30,Female,Master,Self-employed,Driver,2066.66,1702.17,162317.64,No,,0.0,0,0.0,0.0,0.0,397,6.55,Europe,2021-08-11,2,-0.0875685598910915,-0.38817933018192,78.68,Low Risk,2026-01-08 17:56:47,CRITICAL
U18125,24,Male,Master,Self-employed,Unemployed,932.7,724.9,49566.85,No,,0.0,0,0.0,0.0,0.0,458,4.43,Other,2021-07-30,2,0.1206013431889782,-0.6285703804111363,81.55,Low Risk,2026-01-08 17:56:47,CRITICAL
U18129,29,Female,Bachelor,Employed,Doctor,5464.26,3441.12,384153.53,Yes,Business,163489.12,12,15900.31,29.53,2.91,737,5.86,Other,2023-08-29,0,1.323216491810434,0.8611541745877798,7.38,High Risk,2026-01-08 17:56:47,CRITICAL
U18130,30,Male,Bachelor,Employed,Accountant,2100.85,913.81,14334.56,Yes,Car,380268.73,300,4081.16,12.27,1.94,405,0.57,Africa,2025-04-03,2,0.5786296726359583,-1.8483461484263792,20.86,High Risk,2026-01-08 17:56:47,CRITICAL
U18134,29,Male,High School,Employed,Unemployed,5954.4,5320.87,687022.52,No,,0.0,0,0.0,0.0,0.0,383,9.62,North America,2023-10-29,1,-0.7631944066459612,0.2633874326284256,78.02,Low Risk,2026-01-08 17:56:47,CRITICAL
U18135,51,Male,Bachelor,Self-employed,Engineer,3494.77,1327.36,210445.02,Yes,Education,272505.17,120,4328.29,14.59,1.24,738,5.02,Asia,2025-05-03,0,0.1774322788543048,0.7217798518473408,57.53,Medium Risk,2026-01-08 17:56:47,CRITICAL
U18136,58,Male,Other,Self-employed,Teacher,9005.29,3216.56,832072.14,No,,0.0,0,0.0,0.0,0.0,346,7.7,Asia,2024-03-17,1,-1.732344383377727,-0.393141787834917,76.28,Low Risk,2026-01-08 17:56:47,CRITICAL
U18137,26,Male,High School,Self-employed,Manager,1520.66,927.1,136776.56,No,,0.0,0,0.0,0.0,0.0,485,7.5,North America,2023-10-12,1,-0.0106349039445225,0.245891823401382,82.82,Low Risk,2026-01-08 17:56:47,CRITICAL
U18138,40,Female,Bachelor,Employed,Manager,3296.21,1158.61,322882.19,No,,0.0,0,0.0,0.0,0.0,487,8.16,Europe,2022-03-01,1,-0.4614505828090823,0.401468521469688,82.92,Low Risk,2026-01-08 17:56:47,CRITICAL
U18144,39,Male,Bachelor,Employed,Unemployed,1794.25,1338.51,209174.48,Yes,Education,299480.57,180,4976.65,18.71,2.77,309,9.72,Asia,2025-02-10,1,0.9461049106620651,-0.0124245116996504,-8.56,,2026-01-08 17:56:47,CRITICAL
U18145,44,Female,Master,Employed,Teacher,3898.95,3033.58,251884.02,Yes,Home,341881.3,180,2759.11,5.31,0.71,627,5.38,Other,2024-04-07,0,-0.0220206849033141,0.3142441465614089,68.21,Low Risk,2026-01-08 17:56:47,CRITICAL
U18146,28,Female,High School,Employed,Accountant,4240.39,2179.28,396939.88,Yes,Home,149649.88,240,1549.76,11.05,0.37,475,7.8,Europe,2022-10-29,1,-0.3911939602842416,0.241563308286124,71.25,Low Risk,2026-01-08 17:56:47,CRITICAL
U18147,47,Female,Bachelor,Employed,Student,3281.86,2406.35,38931.85,Yes,Education,264000.07,300,1981.95,7.68,0.6,440,0.99,Asia,2025-01-04,2,-0.0379467932474277,-1.5945635011817154,62.71,Low Risk,2026-01-08 17:56:47,CRITICAL
U18149,26,Male,Bachelor,Unemployed,Teacher,7617.43,4826.3,53459.28,No,,0.0,0,0.0,0.0,0.0,430,0.58,Other,2023-12-07,2,-1.2640669971301768,-1.7798651802185843,80.24,Low Risk,2026-01-08 17:56:47,CRITICAL
U18152,50,Male,High School,Self-employed,Accountant,4076.44,1301.32,25452.78,Yes,Education,241395.15,60,4392.48,3.51,1.08,484,0.52,Europe,2024-04-07,2,-0.0296527094799045,-1.5275389621042117,50.38,Medium Risk,2026-01-08 17:56:47,CRITICAL
U18153,65,Other,Master,Self-employed,Unemployed,3022.49,1064.14,260642.16,No,,0.0,0,0.0,0.0,0.0,459,7.19,North America,2023-11-30,1,-0.4011312207507606,0.0394627697451287,81.6,Low Risk,2026-01-08 17:56:47,CRITICAL
U18154,35,Female,High School,Employed,Salesperson,4152.59,1862.6,270954.12,Yes,Car,70273.9,12,6396.98,16.63,1.54,653,5.44,Europe,2021-10-02,0,0.3097780544633785,0.4329685399248545,44.53,Medium Risk,2026-01-08 17:56:47,CRITICAL
U18155,23,Male,Master,Employed,Engineer,3163.0,2376.61,170232.96,No,,0.0,0,0.0,0.0,0.0,487,4.49,Africa,2022-07-06,2,-0.3083180756139712,-0.5100462637889183,82.92,Low Risk,2026-01-08 17:56:47,CRITICAL
U18158,43,Female,Bachelor,Self-employed,Student,1532.12,687.96,156590.97,No,,0.0,0,0.0,0.0,0.0,307,8.52,Other,2023-02-15,1,-0.0511542675817857,-0.2926160061614239,74.45,Low Risk,2026-01-08 17:56:47,CRITICAL
U18160,59,Female,Master,Self-employed,Salesperson,500.0,292.02,10755.56,No,,0.0,0,0.0,0.0,0.0,350,1.79,Asia,2024-06-10,2,0.1810445865879783,-1.7575179868149515,76.47,Low Risk,2026-01-08 17:56:47,CRITICAL
U18161,48,Female,High School,Employed,Engineer,5692.74,2890.48,579761.46,Yes,Home,290545.29,180,2185.71,4.25,0.38,309,8.49,Other,2023-06-22,1,-0.6560789503369296,-0.3433061039712533,63.14,Low Risk,2026-01-08 17:56:47,CRITICAL
U18162,65,Female,Master,Self-employed,Student,1806.03,693.08,196416.64,No,,0.0,0,0.0,0.0,0.0,465,9.06,North America,2025-04-15,1,-0.1101983044478703,0.5414295544601785,81.88,Low Risk,2026-01-08 17:56:47,CRITICAL
U18165,42,Male,Bachelor,Employed,Engineer,5232.33,4406.49,269773.46,Yes,Home,65254.58,360,703.02,12.63,0.13,455,4.3,North America,2022-01-18,2,-0.5678117725842272,-0.7269788339559167,77.51,Low Risk,2026-01-08 17:56:47,CRITICAL
U18166,54,Male,Master,Self-employed,Teacher,3886.86,1443.91,32630.48,Yes,Education,446791.02,300,8160.79,21.82,2.1,590,0.7,Europe,2022-06-01,0,0.6063374818587542,-1.02416624408991,24.76,High Risk,2026-01-08 17:56:47,CRITICAL
U18168,41,Female,Bachelor,Employed,Student,3827.88,2601.68,237162.43,Yes,Car,362040.36,12,35239.09,29.69,9.21,716,5.16,Asia,2022-10-31,3,4.752351366451665,0.5378209384292142,-182.61,,2026-01-08 17:56:47,CRITICAL
U18170,61,Female,High School,Unemployed,Driver,1631.42,1020.9,30939.29,Yes,Home,368423.9,360,4599.65,14.8,2.82,667,1.58,Other,2024-10-14,0,0.9494537841477576,-0.432397725252422,6.79,High Risk,2026-01-08 17:56:47,CRITICAL
U18172,67,Male,PhD,Employed,Student,3188.56,1265.09,347159.4,Yes,Business,389489.07,180,3771.8,8.22,1.18,363,9.07,Asia,2021-07-30,1,0.160244801850005,0.0615858077238223,41.68,Medium Risk,2026-01-08 17:56:47,CRITICAL
U18174,45,Female,Bachelor,Employed,Salesperson,1087.51,613.11,45240.3,Yes,Business,33899.12,60,981.91,24.34,0.9,519,3.47,Asia,2023-08-08,2,0.3336184501424044,-0.6010302987048769,57.42,Medium Risk,2026-01-08 17:56:47,CRITICAL
U18175,69,Male,Bachelor,Employed,Doctor,2492.9,1515.04,113673.16,Yes,Business,324468.51,120,4230.59,9.68,1.7,699,3.8,North America,2021-10-14,0,0.5333108050887523,0.2539534529685504,41.89,Medium Risk,2026-01-08 17:56:47,CRITICAL
U18176,43,Female,PhD,Employed,Manager,908.07,342.67,7808.24,Yes,Car,218746.88,120,3450.54,14.41,3.8,820,0.72,North America,2024-01-11,0,1.1499240813149554,0.0453467222209029,-15.41,,2026-01-08 17:56:47,CRITICAL
U18179,62,Female,Master,Self-employed,Driver,2380.08,756.76,53467.3,No,,0.0,0,0.0,0.0,0.0,437,1.87,Africa,2022-10-31,2,-0.2680509410883908,-1.3691683811607536,80.56,Low Risk,2026-01-08 17:56:47,CRITICAL
U18181,61,Male,High School,Employed,Manager,3172.45,2762.99,206603.06,Yes,Car,298325.29,240,4090.16,15.73,1.29,557,5.43,Asia,2022-03-23,1,0.3779445196579296,0.0172688304248451,47.51,Medium Risk,2026-01-08 17:56:47,CRITICAL
U18182,65,Female,Master,Student,Accountant,888.92,482.54,64568.57,No,,0.0,0,0.0,0.0,0.0,420,6.05,North America,2022-06-25,2,0.1068197893253512,-0.395237919963284,79.76,Low Risk,2026-01-08 17:56:47,CRITICAL
U18183,22,Female,PhD,Employed,Accountant,1974.32,1724.0,30011.83,Yes,Education,296356.79,36,10011.14,13.18,5.07,337,1.27,North America,2023-06-26,2,1.8501378796724013,-2.0040908843124896,-76.24,,2026-01-08 17:56:47,CRITICAL
U18184,43,Male,PhD,Employed,Manager,3179.73,2040.86,321198.41,Yes,Education,254697.69,240,4565.94,21.19,1.44,378,8.42,Other,2023-03-17,1,0.3672810653969212,-0.0380600043880289,34.59,Medium Risk,2026-01-08 17:56:47,CRITICAL
U18189,23,Female,Bachelor,Employed,Engineer,4904.65,2268.3,430587.68,No,,0.0,0,0.0,0.0,0.0,320,7.32,Africa,2023-11-08,2,-0.7955040339668685,-0.5674122140802672,75.06,Low Risk,2026-01-08 17:56:47,CRITICAL
U18192,26,Female,Master,Student,Doctor,3659.79,1707.38,159498.29,Yes,Education,450888.03,36,14997.48,12.1,4.1,349,3.63,Other,2021-10-18,2,1.723722036378929,-1.3949650351164773,-46.58,,2026-01-08 17:56:47,CRITICAL
U18194,18,Female,Bachelor,Student,Accountant,1741.24,1479.9,73701.74,Yes,Business,462617.46,120,5973.5,9.45,3.43,823,3.53,Europe,2022-12-26,0,1.2293209292520386,0.7364097357357577,-4.17,,2026-01-08 17:56:47,CRITICAL
U18195,63,Male,High School,Employed,Accountant,6234.68,5386.26,341642.58,No,,0.0,0,0.0,0.0,0.0,417,4.57,Other,2022-06-07,2,-0.8346823712252581,-0.8387888284948871,79.62,Low Risk,2026-01-08 17:56:47,CRITICAL
U18197,40,Female,Bachelor,Employed,Engineer,5507.63,3687.47,198727.44,No,,0.0,0,0.0,0.0,0.0,458,3.01,North America,2023-06-04,2,-0.8084859652984202,-1.0308727287818726,81.55,Low Risk,2026-01-08 17:56:47,CRITICAL
U18200,47,Female,Bachelor,Employed,Unemployed,7419.88,2812.07,659292.89,No,,0.0,0,0.0,0.0,0.0,360,7.4,North America,2023-04-24,1,-1.4104677160178576,-0.3941124969141117,76.94,Low Risk,2026-01-08 17:56:47,CRITICAL
U18201,61,Female,Master,Employed,Salesperson,4024.47,1929.14,84366.88,No,,0.0,0,0.0,0.0,0.0,338,1.75,Other,2023-12-24,2,-0.5989864928237701,-1.857784663826912,75.91,Low Risk,2026-01-08 17:56:47,CRITICAL
U18203,34,Female,Bachelor,Employed,Manager,5703.7,2872.23,590414.69,Yes,Education,239973.65,120,4297.74,17.83,0.75,589,8.63,Asia,2025-06-03,1,-0.359125532457378,0.9293947096037942,65.22,Low Risk,2026-01-08 17:56:47,CRITICAL
U18207,58,Female,High School,Employed,Driver,500.0,242.1,17043.54,Yes,Business,223427.68,60,5829.08,19.27,11.66,467,2.84,Europe,2022-05-16,3,2.887951866088684,-1.0200094443678107,-267.82,,2026-01-08 17:56:47,CRITICAL
U18211,32,Female,Bachelor,Employed,Engineer,4001.93,1383.25,305365.58,Yes,Home,103298.03,36,4168.0,26.11,1.04,399,6.36,North America,2022-01-29,2,-0.0314835796616777,-0.4580995992951976,47.58,Medium Risk,2026-01-08 17:56:47,CRITICAL
U18213,51,Male,Bachelor,Employed,Driver,5025.94,4138.16,154428.57,No,,0.0,0,0.0,0.0,0.0,302,2.56,Africa,2023-03-10,2,-0.6480271809764295,-1.8332817199841784,74.21,Low Risk,2026-01-08 17:56:47,CRITICAL
U18215,36,Female,Bachelor,Self-employed,Driver,5661.64,4056.21,361407.99,No,,0.0,0,0.0,0.0,0.0,368,5.32,Europe,2025-04-07,2,-0.8175736798852566,-0.8616590387457721,77.32,Low Risk,2026-01-08 17:56:47,CRITICAL
U18216,53,Male,High School,Employed,Teacher,2019.39,1417.0,195219.77,No,,0.0,0,0.0,0.0,0.0,487,8.06,Other,2024-01-01,1,-0.0942308120397737,0.3874348986601191,82.92,Low Risk,2026-01-08 17:56:47,CRITICAL
U18219,37,Female,Bachelor,Employed,Driver,6521.35,4129.73,554562.18,Yes,Home,446566.63,60,13410.1,26.15,2.06,753,7.09,Europe,2025-02-18,1,0.7087030946583691,1.2348418235038463,33.64,Medium Risk,2026-01-08 17:56:47,CRITICAL
U18220,56,Male,PhD,Self-employed,Student,4776.49,2224.99,122478.87,Yes,Education,353925.99,12,32571.02,18.73,6.82,382,2.14,Europe,2022-06-03,3,3.728887954722621,-1.6897216171221483,-126.62,,2026-01-08 17:56:47,CRITICAL
U18222,52,Female,Bachelor,Employed,Salesperson,2598.4,1831.61,141600.8,No,,0.0,0,0.0,0.0,0.0,344,4.54,Other,2022-12-29,2,-0.22357331069697,-1.1269340107014434,76.19,Low Risk,2026-01-08 17:56:47,CRITICAL
U18224,50,Female,High School,Self-employed,Accountant,3831.49,1756.18,178689.56,No,,0.0,0,0.0,0.0,0.0,344,3.89,North America,2022-06-14,2,-0.5616774382378786,-1.2988215710364408,76.19,Low Risk,2026-01-08 17:56:47,CRITICAL
U18225,47,Female,Bachelor,Self-employed,Accountant,4056.52,3413.22,386209.23,No,,0.0,0,0.0,0.0,0.0,411,7.93,Asia,2024-06-27,1,-0.4459522217389436,-0.0074805287207218,79.34,Low Risk,2026-01-08 17:56:47,CRITICAL
U18226,55,Male,High School,Student,Doctor,4017.62,2700.73,236708.6,No,,0.0,0,0.0,0.0,0.0,401,4.91,Other,2022-11-19,2,-0.5111220838943691,-0.7973072451951767,78.87,Low Risk,2026-01-08 17:56:47,CRITICAL
U18227,50,Female,Master,Employed,Teacher,3436.49,1291.77,154167.57,Yes,Home,155122.4,60,4744.13,27.08,1.38,496,3.74,Africa,2022-04-22,2,0.2349516485893777,-0.6726285282918134,41.94,Medium Risk,2026-01-08 17:56:47,CRITICAL
U18228,24,Female,Bachelor,Student,Teacher,4299.81,1427.05,292814.88,No,,0.0,0,0.0,0.0,0.0,342,5.67,Europe,2021-10-25,2,-0.717936498637984,-0.8700888975213917,76.09,Low Risk,2026-01-08 17:56:47,CRITICAL
U18229,20,Female,High School,Unemployed,Salesperson,500.0,415.63,17521.37,Yes,Car,463721.45,36,16156.93,15.36,32.31,644,2.92,Other,2024-02-28,3,7.703982691834787,-0.2898007688051194,-878.99,,2026-01-08 17:56:47,CRITICAL
U18231,26,Male,High School,Employed,Student,5252.96,2840.01,533592.39,No,,0.0,0,0.0,0.0,0.0,448,8.46,North America,2022-08-31,1,-0.8195858000177689,0.2793385142779757,81.08,Low Risk,2026-01-08 17:56:47,CRITICAL
U18232,45,Male,Bachelor,Employed,Student,2733.76,2285.76,175363.94,Yes,Education,279820.1,36,9556.79,13.95,3.5,799,5.35,Africa,2023-08-14,0,1.4155236271997342,1.0575310519201444,-7.4,,2026-01-08 17:56:47,CRITICAL
U18236,43,Female,Bachelor,Employed,Doctor,5174.36,4195.03,553866.75,Yes,Home,279463.55,180,4540.81,18.2,0.88,525,8.92,Africa,2024-04-13,1,-0.0423370521776766,0.7161414031357917,58.31,Medium Risk,2026-01-08 17:56:47,CRITICAL
U18237,63,Male,Master,Employed,Unemployed,7378.57,6068.1,680047.23,Yes,Home,319698.61,240,7814.18,29.24,1.06,466,7.68,Europe,2023-05-09,1,-0.0909783850025894,0.1101866758333812,50.13,Medium Risk,2026-01-08 17:56:47,CRITICAL
U18238,44,Male,Bachelor,Employed,Salesperson,2537.91,1570.03,62627.88,No,,0.0,0,0.0,0.0,0.0,400,2.06,North America,2025-03-27,2,-0.2317969166561379,-1.4906662887745588,78.82,Low Risk,2026-01-08 17:56:47,CRITICAL
U18240,69,Male,High School,Self-employed,Student,4644.2,3338.59,206047.74,Yes,Car,183476.91,360,2295.04,14.83,0.49,330,3.7,Africa,2023-03-26,2,-0.3037521864231258,-1.4286806255155389,60.83,Low Risk,2026-01-08 17:56:47,CRITICAL
U18241,69,Female,Bachelor,Employed,Salesperson,2510.86,1177.97,94206.77,Yes,Car,66975.56,240,750.1,12.27,0.3,320,3.13,Asia,2025-06-08,2,-0.1396428347991929,-1.5830373994787978,66.06,Low Risk,2026-01-08 17:56:47,CRITICAL
U18242,65,Female,Master,Employed,Driver,3697.9,3214.9,318953.78,Yes,Car,467087.81,300,11288.95,28.98,3.05,326,7.19,Other,2022-01-01,2,1.3049662051549409,-0.6068226484816805,-16.16,,2026-01-08 17:56:47,CRITICAL
U18244,21,Male,Master,Student,Salesperson,5681.51,2334.11,127600.82,Yes,Car,391584.91,120,7500.22,19.74,1.32,660,1.87,North America,2023-03-28,0,0.0147478922223732,-0.4383152421812715,51.46,Medium Risk,2026-01-08 17:56:47,CRITICAL
U18245,47,Male,Master,Student,Teacher,3897.25,1851.72,433654.43,No,,0.0,0,0.0,0.0,0.0,445,9.27,Other,2022-08-23,1,-0.555095981431086,0.4819456226474332,80.94,Low Risk,2026-01-08 17:56:47,CRITICAL
U18248,22,Male,High School,Student,Salesperson,3228.72,1232.75,350147.74,Yes,Business,465673.45,12,41239.58,11.38,12.77,556,9.04,Africa,2023-04-04,3,6.013657398553667,0.7703592779602678,-296.94,,2026-01-08 17:56:47,CRITICAL
U18251,21,Male,PhD,Student,Driver,2285.37,1679.2,253305.57,Yes,Car,36701.76,60,833.39,12.91,0.36,331,9.24,Africa,2025-06-23,1,-0.0019750951481607,-0.0208362066681947,64.78,Low Risk,2026-01-08 17:56:47,CRITICAL
U18256,52,Male,Master,Self-employed,Unemployed,8513.04,5367.82,723598.55,Yes,Business,367725.33,360,7674.68,25.03,0.9,830,7.08,Asia,2025-03-04,0,-0.47800528916244,1.5734211931071629,72.06,Low Risk,2026-01-08 17:56:47,CRITICAL
U18258,32,Male,Bachelor,Employed,Student,3811.82,2545.22,149117.67,No,,0.0,0,0.0,0.0,0.0,401,3.26,Europe,2024-06-16,2,-0.4735451558471927,-1.2035962160050684,78.87,Low Risk,2026-01-08 17:56:47,CRITICAL
